timestamp,download,upload
2019-08-11 15:35:01,510777246.6687,511615591.039313
2019-08-11 19:07:01,808392718.905464,808928839.639464
2019-08-11 18:21:02,801240101.441389,801659617.502972
2019-08-11 15:21:01,792550832.473145,792924771.1695
2019-08-11 18:28:01,820533108.130026,821091778.787716
2019-08-11 16:42:01,823257501.242513,823787597.35456
2019-08-12 01:28:01,815977636.757412,816558000.69342
2019-08-11 16:35:01,426843122.038727,427326186.032547
2019-08-12 00:35:01,301847187.291625,302642832.550509
2019-08-12 05:35:01,548703049.348756,549248432.487248
2019-08-11 05:00:01,514873711.854773,515435793.549129
2019-08-11 04:42:01,825539197.559123,826149470.265021
2019-08-11 09:42:01,812887196.637974,813407318.01297
2019-08-11 06:35:02,426194208.078813,426877696.565368
2019-08-11 18:49:02,808847043.057685,809476213.742026
2019-08-12 04:42:01,811960197.160799,812579862.222882
2019-08-11 02:14:02,817517677.319299,818243172.160517
2019-08-11 21:56:01,749807235.195912,750170980.574509
2019-08-11 02:35:01,327887751.806687,328448760.564625
2019-08-11 23:14:01,801196459.576614,801625198.961673
2019-08-11 14:35:01,379376220.398017,380239320.838572
2019-08-11 22:49:01,818919391.004037,819322427.867881
2019-08-11 21:28:01,804112897.820501,804803284.15416
2019-08-11 09:14:01,812457214.52654,813183036.885556
2019-08-11 00:21:01,809438126.103762,809929223.792783
2019-08-12 05:28:01,811693330.3433,812231829.013334
2019-08-11 13:35:02,438608909.93699,439007029.222194
2019-08-12 07:35:01,388421093.840832,389186259.634344
2019-08-11 04:21:01,816854729.581704,817472539.872105
2019-08-12 00:21:02,809396881.648241,809686514.584139
2019-08-11 04:14:02,811403544.662374,811822834.555493
2019-08-11 01:07:01,817688193.756595,818401987.717185
2019-08-11 19:00:01,343081973.030262,343822901.222609
2019-08-12 00:28:01,815560103.367653,816109249.76399
2019-08-11 02:07:01,811371389.76701,811966217.781923
2019-08-11 11:21:02,799644482.717348,800093850.628454
2019-08-12 01:49:01,816660026.390531,817292987.170198
2019-08-12 00:14:01,821894324.873272,822261688.213958
2019-08-12 06:49:01,810200219.784147,810487855.324419
2019-08-12 04:56:01,800646752.414918,801256084.077651
2019-08-11 00:56:01,795776367.116495,796265027.677472
2019-08-12 00:42:01,814280969.348646,814866138.51818
2019-08-11 04:28:01,818957911.063997,819453057.351065
2019-08-11 07:49:02,810729889.825068,811428377.841809
2019-08-12 00:07:01,794749531.440445,795299749.037916
2019-08-12 07:49:01,817928694.149957,818464284.440025
2019-08-11 15:28:02,825631298.208516,825971569.248472
2019-08-12 02:35:01,453636417.694886,454151873.106143
2019-08-11 22:35:01,595975602.882284,596781869.710098
2019-08-11 08:49:01,822917308.108337,823566813.067481
2019-08-12 06:42:01,810167327.332044,810807601.240268
2019-08-11 04:49:02,810969714.923095,811419777.756921
2019-08-11 12:35:01,247035987.021931,247662884.752648
2019-08-11 10:07:02,816491947.559441,817028716.044844
2019-08-12 01:35:01,468091289.716145,468492596.625558
2019-08-11 20:14:01,815626445.212396,816177787.406651
2019-08-12 04:49:01,804904231.902753,805421502.653566
2019-08-11 20:49:01,799932897.605067,800383627.749587
2019-08-11 05:28:02,824572834.020974,825116938.252763
2019-08-12 02:14:01,816735655.910378,817367884.10653
2019-08-11 07:56:01,759052489.895082,759526660.515159
2019-08-12 05:07:01,812465542.299444,813197526.656263
2019-08-12 00:56:01,753654647.310498,754058459.022024
2019-08-11 15:00:01,394540804.954232,395211742.084506
2019-08-11 23:56:01,771431535.935145,771914626.530327
2019-08-11 00:07:02,817875419.276335,818324579.901371
2019-08-12 03:42:01,813824516.392944,814184924.861348
2019-08-12 05:21:02,791988884.104873,792422476.306119
2019-08-11 08:14:01,808842091.70943,809279595.372354
2019-08-11 05:42:01,818890166.231789,819514361.872301
2019-08-11 21:42:02,818902096.028271,819563824.62468
2019-08-11 05:14:01,821409850.450256,821830961.143658
2019-08-11 10:21:01,825575236.222996,826058577.633018
2019-08-11 20:00:01,583610365.732257,584085354.567823
2019-08-11 01:00:01,438262479.019569,439002052.202906
2019-08-12 04:00:01,417663901.232811,418346169.18068
2019-08-12 03:56:01,767479353.593585,767908603.277501
2019-08-12 06:00:01,234511085.113714,235233235.361352
2019-08-11 16:07:01,804951663.353959,805505784.164155
2019-08-11 22:07:01,824745361.74506,825169277.865143
2019-08-12 05:00:01,465585842.306797,466392199.754184
2019-08-11 22:14:01,827588733.818051,828212445.553237
2019-08-11 09:07:02,797646024.913281,798211664.457623
2019-08-11 21:35:01,540782601.650182,541438174.325168
2019-08-11 10:00:02,435205438.902651,435972102.894126
2019-08-11 12:14:01,804982544.864867,805658088.384946
2019-08-11 13:21:01,813935550.69416,814457318.116514
2019-08-11 11:49:02,814905673.323619,815596173.036331
2019-08-11 15:49:01,821067222.928257,821565156.382374
2019-08-11 13:28:02,819924352.613928,820441133.532905
2019-08-11 08:56:01,817874654.082613,818361137.230065
2019-08-11 11:14:01,803406517.694471,803900948.389472
2019-08-11 12:00:01,359219567.982218,359984172.530535
2019-08-11 12:21:01,773355455.904111,773689333.806509
2019-08-11 23:28:02,819246456.678249,819761903.081183
2019-08-12 03:14:01,810815814.770611,811251940.654606
2019-08-11 22:56:01,806392761.63049,806854583.40222
2019-08-12 03:35:01,547732212.077157,548435441.371995
2019-08-11 06:07:02,808200646.416194,808690621.801623
2019-08-11 11:56:02,813027921.146686,813551798.586212
2019-08-11 23:07:01,786251920.416491,786990360.067104
2019-08-11 10:56:01,793507820.502822,793920721.250167
2019-08-11 19:56:01,746029315.704335,746724217.93459
2019-08-11 15:42:01,820454694.877753,821081512.508581
2019-08-12 07:07:01,806305593.018104,806894921.576399
2019-08-11 05:07:01,819752566.51689,820427481.84662
2019-08-12 05:42:01,817432778.147905,817864765.098528
2019-08-11 05:21:01,809461320.651571,810202506.678121
2019-08-11 17:42:02,823777110.104512,824376398.007569
2019-08-11 03:42:01,815039265.196996,815444923.106974
2019-08-12 07:28:01,820114069.016978,820648459.892227
2019-08-11 14:28:01,821985673.991065,822629812.997403
2019-08-11 10:42:01,817516507.570691,818167788.955225
2019-08-11 00:00:01,353332360.197648,353861245.644025
2019-08-11 18:42:01,821127258.132733,821700068.370526
2019-08-12 02:21:01,807982895.094872,808517225.164671
2019-08-11 22:21:02,815528578.239916,816014120.770555
2019-08-11 21:07:02,809012156.682729,809578561.722663
2019-08-11 20:21:02,811145500.850888,811600414.436139
2019-08-11 19:35:01,382694456.653141,383298608.649035
2019-08-11 12:28:01,812978616.181417,813631001.432515
2019-08-11 15:07:01,818343183.640562,818879462.492927
2019-08-11 17:21:01,790862307.889222,791486387.426338
2019-08-11 05:56:01,797003484.692791,797571802.08222
2019-08-11 09:49:01,821551014.727807,822067151.34812
2019-08-11 13:14:01,812237654.35078,812899072.678076
2019-08-11 04:35:01,517669461.482266,518370123.640471
2019-08-12 01:42:02,810346587.824259,810977762.880211
2019-08-11 08:21:01,747817264.929825,748272727.618167
2019-08-11 01:14:01,826136107.470425,826757741.484752
2019-08-11 11:00:01,264925747.57269,265634729.736924
2019-08-11 00:42:01,816087987.299704,816684112.181453
2019-08-11 21:21:01,819009944.96766,819626802.282095
2019-08-11 07:14:01,829450012.437316,829895433.975195
2019-08-11 06:21:01,815345964.324611,816092009.442426
2019-08-11 22:28:02,815322978.480085,815900265.705827
2019-08-11 10:49:01,809156166.278786,809761007.452435
2019-08-11 02:56:01,816703047.887972,817440078.545161
2019-08-11 21:00:02,324738446.199519,325319772.519197
2019-08-11 23:49:01,817657333.674986,818195627.307469
2019-08-11 19:42:01,814173592.254868,814754395.534761
2019-08-11 20:56:02,801157091.378477,801676628.130423
2019-08-12 03:28:02,809676036.700682,809900287.522542
2019-08-12 06:28:01,821579169.17076,822079081.101506
2019-08-11 13:56:01,733195147.741045,733461919.552389
2019-08-11 11:35:01,484167311.778691,484701654.556983
2019-08-11 04:56:01,828283364.049321,828870155.73059
2019-08-11 17:07:02,802168771.299983,802403880.253781
2019-08-11 07:42:02,814475115.697218,814975066.593275
2019-08-11 09:28:01,808676071.357793,809249562.382526
2019-08-11 00:14:02,811037875.818443,811463663.93264
2019-08-11 03:28:01,811415207.797465,812085900.632277
2019-08-11 16:21:01,752810876.788961,753169742.213735
2019-08-11 14:42:01,822488918.870991,823045274.074237
2019-08-12 02:56:01,822768342.180196,823269815.39478
2019-08-11 23:35:01,345007001.937035,345714445.01335
2019-08-12 01:00:01,507474082.622034,508155810.837751
2019-08-11 08:35:02,583432331.037674,584193294.215403
2019-08-11 21:14:01,816223712.60436,816755982.605637
2019-08-11 12:49:01,807724708.583673,808115562.04329
2019-08-11 14:00:02,487711045.863164,488409022.706739
2019-08-11 10:35:01,439697231.145067,440143416.356715
2019-08-11 05:35:02,400518333.453846,400964546.569697
2019-08-12 05:49:01,812459630.550259,813093025.471045
2019-08-11 17:00:02,270000841.403328,270553962.612708
2019-08-12 01:07:01,787338143.018956,787950730.288322
2019-08-11 03:07:02,824260394.415647,824800671.204518
2019-08-11 00:49:02,819815076.174201,820308738.005776
2019-08-12 04:07:01,807368930.891171,808029615.717152
2019-08-12 01:56:02,822238339.390103,822993851.63748
2019-08-11 04:07:02,795778209.541013,796421758.543178
2019-08-12 01:21:01,798296301.658957,798296301.658957
2019-08-11 21:49:01,812235695.809054,812927076.963026
2019-08-11 20:07:01,816460690.605138,817036227.981672
2019-08-12 03:21:01,815286901.741728,815880220.972374
2019-08-11 20:35:01,494537311.050759,495049840.417725
2019-08-11 19:14:01,818382486.086757,818917964.072504
2019-08-12 04:14:01,811408933.763549,811842536.303616
2019-08-11 18:14:02,812275204.213024,812813320.220288
2019-08-11 14:56:01,822720613.520754,823280799.539858
2019-08-11 01:21:01,808309959.269628,808795268.084045
2019-08-12 02:00:02,272957721.823071,273667292.863596
2019-08-11 18:00:01,292865286.226573,293643826.366392
2019-08-11 03:56:01,797347307.007814,797648385.270497
2019-08-12 06:07:01,805221551.160014,805736445.407055
2019-08-11 07:21:01,812827926.897836,813350516.439127
2019-08-11 16:14:02,831859994.830896,832471130.918031
2019-08-11 06:14:02,773136279.412992,773741820.634845
2019-08-11 11:07:01,805387217.611654,805905399.431614
2019-08-11 07:07:01,801027683.907166,801588167.239076
2019-08-12 05:56:01,800748026.904272,801385586.5529
2019-08-11 08:07:01,793407938.970425,794150734.808008
2019-08-12 07:56:02,752934280.845171,753161017.928534
2019-08-11 14:07:02,811951220.750791,812530511.175237
2019-08-11 00:35:01,410727112.151974,411427886.063285
2019-08-11 08:00:01,436337940.501317,436906440.439407
2019-08-12 08:07:01,799524973.383787,800097535.69871
2019-08-11 19:21:01,803288666.723568,804041674.488488
2019-08-11 17:56:01,792916920.915012,793440626.942123
2019-08-11 08:28:02,815450078.18445,816111206.563887
2019-08-12 04:35:01,590683267.129755,591171689.578591
2019-08-11 02:00:01,353678140.121637,354275416.497348
2019-08-12 05:14:02,820669457.418983,821254158.772371
2019-08-11 01:49:01,818930419.270213,819381528.019893
2019-08-11 04:00:01,296970058.067046,297472942.015687
2019-08-12 07:21:02,819932635.764635,820262720.958431
2019-08-11 17:28:01,813881984.8974,814473256.467321
2019-08-11 10:14:01,813342080.082402,814011487.827184
2019-08-11 05:49:01,818604813.697351,819215159.770597
2019-08-11 06:42:02,825144718.458988,825655880.946133
2019-08-11 09:56:01,811606306.290211,812203675.997649
2019-08-12 06:35:01,483801730.17561,484587899.815312
2019-08-11 11:28:01,807588505.33798,808282385.064001
2019-08-11 07:00:02,332223942.322322,332616101.796532
2019-08-11 03:35:01,341919726.058939,342412992.637959
2019-08-12 02:42:02,812957017.96051,813484413.958856
2019-08-11 14:21:01,825009439.849219,825470919.953154
2019-08-11 15:56:01,812899627.2492,813609940.446722
2019-08-11 06:00:02,535573737.446732,536146127.90534
2019-08-11 06:28:01,789176218.315921,789738159.968755
2019-08-12 02:49:01,819811699.851223,820422242.638192
2019-08-11 13:49:01,804653041.735805,805369981.649924
2019-08-11 02:42:01,816088987.034183,816560577.681903
2019-08-12 01:14:01,806159082.602359,806713961.478475
2019-08-12 03:49:01,820262047.286945,820834480.882891
2019-08-11 16:00:01,350180923.743776,350931765.56845
2019-08-12 08:00:02,300521276.450898,301142936.246262
2019-08-11 03:14:01,817288275.619435,817778249.881734
2019-08-11 03:00:02,274143691.291517,274844824.128615
2019-08-11 13:00:01,428141480.398992,428815644.898521
2019-08-11 01:28:01,826479235.948839,827003847.887117
2019-08-12 06:56:01,801861878.483945,802574706.599623
2019-08-11 02:21:01,787727848.25569,787727848.25569
2019-08-12 07:00:01,282418912.524959,283164412.256248
2019-08-12 02:28:01,810248966.433007,810593870.843028
2019-08-11 01:56:01,823955423.571871,824643652.348665
2019-08-11 06:56:02,778993151.448435,779427971.189563
2019-08-11 08:42:01,817129532.242144,817719140.21852
2019-08-11 10:28:01,807071872.597359,807565592.223339
2019-08-11 16:49:01,818978798.712463,819635838.071859
2019-08-12 03:00:01,305272194.288316,305817243.729044
2019-08-11 14:14:01,817274820.137606,817775218.43752
2019-08-11 16:28:01,826197160.520844,826705116.434452
2019-08-11 17:14:01,814145523.519007,814835720.501387
2019-08-11 23:42:01,818752757.204931,819297336.246121
2019-08-11 09:00:02,244535239.888923,244813945.448645
2019-08-11 23:00:01,533347070.321627,534017875.984687
2019-08-11 09:35:01,374440798.237369,375198256.7306
2019-08-11 18:07:01,812395059.151685,812984513.851586
2019-08-11 11:42:01,814203328.927541,814716135.629917
2019-08-11 02:28:02,816467621.304096,816852110.995591
2019-08-12 04:28:01,822547327.292635,822941698.508309
2019-08-11 06:49:01,825056448.841511,825665961.678943
2019-08-11 03:21:01,762381498.873929,762774231.044344
2019-08-12 04:21:02,796503724.823688,796920415.757514
2019-08-11 01:42:02,827717662.637037,828210792.019841
2019-08-11 20:28:01,811992497.576347,812583467.121601
2019-08-11 02:49:01,820353984.669946,820815046.627069
2019-08-11 12:07:01,808080211.222071,808763923.542405
2019-08-11 07:35:01,490135853.116147,490817170.873889
2019-08-11 22:00:01,317788418.021971,318454647.728383
2019-08-11 20:42:01,803476142.973766,804036244.84692
2019-08-11 07:28:01,815897533.046124,816325171.830699
2019-08-12 02:07:01,811997701.895498,812679538.40109
2019-08-11 17:35:01,657467096.599683,658098255.799526
2019-08-12 07:42:01,826296266.585749,826861269.913511
2019-08-12 00:49:01,816887251.190392,817442883.424547
2019-08-11 09:21:01,814004562.306334,814525413.37612
2019-08-11 18:35:01,342595760.015725,343147429.205262
2019-08-11 13:42:01,814629677.80985,815300154.660723
2019-08-11 23:21:01,751339646.633512,751719601.394097
2019-08-11 22:42:01,816772940.113222,817178886.053576
2019-08-11 15:14:01,797982421.734486,798450647.456534
2019-08-11 19:49:01,826267164.681777,826864408.957554
2019-08-12 06:21:01,814101289.864144,814598978.33312
2019-08-11 12:42:02,809489431.785447,810162908.674045
2019-08-11 13:07:01,800843510.005934,801198533.053536
2019-08-12 07:14:01,821354189.79062,821835040.804333
2019-08-12 00:00:02,583281498.568939,584112071.172494
2019-08-11 00:28:01,792307182.020044,793027676.238438
2019-08-11 19:28:01,818677097.959448,819275225.623821
2019-08-11 03:49:01,823824425.819131,824481611.858465
2019-08-11 14:49:01,821543960.412328,821862456.890041
2019-08-11 18:56:01,809201499.447784,809822398.758808
2019-08-11 17:49:01,813101159.269859,813609538.107669
2019-08-11 12:56:01,813898379.257517,814467116.070804
2019-08-12 06:14:01,825023663.397457,825633152.373101
2019-08-12 03:07:01,808693086.07299,809131309.486131
2019-08-11 16:56:02,812378508.753468,813006677.579551
2019-08-11 01:35:02,490657526.655772,491458497.288304
